ax (m/s^2),ay (m/s^2),az (m/s^2)
0.7223209751142712,0.7207956600361665,0.36735941320293397
0.70733875063484,0.10632911392405053,0.43933374083129584
0.7096241747079735,0.13598553345388775,0.3921149144254279
0.4699085830370746,0.576491862567812,0.5443154034229829
0.3795073641442356,0.6448462929475589,0.5094743276283619
0.39626714068054847,0.6426763110307414,0.6569376528117359
0.3144997460639918,0.5855334538878844,0.7212713936430317
0.32808532249873024,0.29041591320072335,0.8074572127139364
0.30942102590147275,0.1920433996383364,0.918398533007335
0.3688420518029456,0.0,0.994804400977995
0.4015997968511934,0.05027124773960212,0.9214547677261613
0.31678517013712537,0.16238698010849917,0.9831907090464548
0.36135093956323,0.5352622061482821,0.9744804400977995
0.34687658710005076,0.33562386980108516,0.6506723716381418
0.37798374809547985,0.37142857142857144,0.48395476772616136
0.48616048755713553,0.5175406871609405,0.39165647921760394
0.6491874047739968,0.6289330922242317,0.44804400977995107
0.6312849162011173,0.3497287522603978,0.3704156479217604
0.6888014220416454,0.32405063291139236,0.3694987775061125
0.7630777044184864,0.6021699819168175,0.38569682151589246
0.5923057389537836,0.5732368896925859,0.3934902200488998
0.5219654647028948,0.38408679927667255,0.5866442542787286
0.5132046724225494,0.49547920433996384,0.6954462102689487
0.5039360081259522,0.4336347197106689,0.7069070904645477
0.6008125952260029,0.41627486437613026,0.7140892420537898
0.5384713052310817,0.42784810126582284,0.6509779951100244
0.4864144235652615,0.49692585895117536,0.6025366748166259
0.281234128999492,0.4159132007233275,0.6095660146699267
0.26282376841036054,0.5996383363471972,0.6149144254278729
0.2880904012188928,0.5866184448462929,0.6509779951100244
0.3710005078720162,0.447377938517179,0.613539119804401
0.5335195530726257,0.3591320072332731,0.6344743276283619
0.5958608430675469,0.5645569620253165,0.52429706601467
0.5854494667343828,0.4376130198915009,0.6080378973105135
0.4817166074149314,0.2535262206148283,0.7646699266503667
0.41569324530218377,0.43725135623869793,0.7402200488997555
0.5323768410360589,0.6361663652802894,0.6193459657701712
0.5149822244794311,0.4701627486437614,0.5206295843520783
0.4596241747079735,0.20976491862567825,0.5527200488997555
0.48857287963433205,0.22061482820976508,0.6156784841075794
0.4215337734890807,0.7728752260397831,0.6083435207823961
0.4671152869476891,0.49367088607594933,0.5090158924205379
0.5321229050279329,0.5887884267631105,0.448960880195599
0.5471051295073641,0.37179023508137443,0.526742053789731
0.5650076180802437,0.3461121157323688,0.6146088019559902
0.5987811071609953,0.42206148282097655,0.6752750611246944
0.473082783138649,0.5602169981916818,0.6104828850855746
0.49415947181310305,0.5081374321880652,0.5380501222493888
0.47282884713052303,0.4643761301989149,0.6231662591687042
0.51536312849162,0.19638336347197094,0.6606051344743277
0.4980954799390553,0.5584086799276673,0.7186735941320294
0.5354240731335702,0.45750452079566006,0.6392114914425427
0.48273235144743515,0.6198915009041592,0.48395476772616136
0.5266632808532249,0.586980108499096,0.40174205378973105
0.49961909598781096,0.6007233273056058,0.406479217603912
0.4159471813103097,0.4003616636528029,0.5869498777506112
0.4852717115286947,0.38481012658227853,0.6554095354523227
0.6438547486033519,0.43688969258589516,0.6865831295843521
0.6562976130015236,0.549367088607595,0.6396699266503667
0.5237430167597764,0.3265822784810126,0.5424816625916871
0.44426104621635343,0.48209764918625675,0.6243887530562348
0.3856018283392585,0.5320072332730561,0.597341075794621
0.4172168613509395,0.4875226039783003,0.5618887530562348
0.4417216861350939,0.3059674502712477,0.597341075794621
0.5038090401218892,0.5837251356238699,0.6346271393643031
0.5943372270187912,0.5981916817359857,0.6561735941320294
0.5646267140680548,0.3992766726943944,0.6847493887530562
0.4443880142204164,0.3406871609403257,0.7313569682151589
0.5038090401218892,0.5649186256781195,0.6725244498777506
0.5133316404266124,0.3652802893309224,0.6265281173594132
0.5871000507872015,0.5027124773960217,0.4870110024449878
0.552564753682072,0.5819168173598555,0.4365831295843521
0.44070594210259006,0.41374321880651,0.5406479217603912
0.4457846622651091,0.481735985533454,0.5325488997555012
0.5495175215845606,0.39385171790235085,0.4639364303178484
0.6630269172168612,0.2632911392405064,0.5308679706601467
0.7527932960893854,0.41265822784810124,0.49923594132029336
0.6258252920264092,0.39783001808318263,0.6661063569682152
0.4842559674961909,0.311392405063291,0.6812347188264058
0.3904266124936515,0.32224231464737785,0.659841075794621
0.4352463179278821,0.5967450271247741,0.6725244498777506
0.5159979685119349,0.5887884267631105,0.5854217603911981
0.5516759776536312,0.5265822784810126,0.3934902200488998
0.542280345352971,0.2589511754068716,0.4737163814180929
0.5289487049263585,0.2654611211573237,0.6361552567237164
0.5598019299136616,0.3265822784810126,0.6037591687041565
0.4980954799390553,0.5258589511754068,0.5123777506112469
0.5531995937023869,0.3081374321880652,0.5796149144254279
0.5624682579989841,0.28282097649186255,0.6422677261613692
0.5241239207719653,0.38010849909584077,0.7099633251833741
0.4815896394108684,0.38770343580470157,0.6662591687041565
0.5081259522600304,0.46365280289330935,0.5473716381418093
0.38979177247333663,0.4549728752260398,0.5155867970660146
0.38395124428643973,0.4795660036166367,0.4477383863080685
0.4713052310817673,0.47811934900542497,0.46164425427872857
0.5764347384459115,0.5822784810126583,0.5738080684596577
0.5648806500761807,0.5316455696202531,0.5900061124694377
0.5554850177755205,0.12260397830018088,0.6141503667481663
0.6036058913153884,0.33200723327305615,0.5349938875305623
0.5879888268156424,0.5457504520795661,0.4989303178484108
0.5162519045200609,0.6502712477396023,0.5102383863080684
0.5492635855764346,0.2878842676311031,0.4996943765281174
0.46749619095987804,0.3739602169981917,0.6201100244498777
0.6455053326561706,0.4929475587703436,0.5855745721271394
0.5822752666328085,0.4325497287522604,0.6201100244498777
