time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
2.477529,-0.6135,0.3181,0.0881,0.697
2.498022,-0.2064,-0.1907,0.2824,0.398
2.518016,-0.0974,-0.1732,-0.0219,0.200
2.546113,-0.1802,-0.1525,-0.2504,0.344
2.559899,-0.1395,-0.1692,-0.0826,0.234
2.578858,-0.0718,-0.1689,-0.0013,0.184
2.599068,0.0472,-0.3056,-0.0565,0.314
2.619274,0.1252,-0.2816,-0.1256,0.333
2.642596,-0.0434,-0.2341,-0.1577,0.286
2.659243,-0.1826,-0.1816,-0.0625,0.265
2.679543,-0.3903,-0.0617,-0.0249,0.396
2.700577,-0.5658,-0.0878,-0.0626,0.576
2.720006,-0.4430,-0.0980,-0.0967,0.464
2.744378,-0.2227,-0.1017,-0.0569,0.251
2.760162,-0.1506,-0.1593,-0.0130,0.220
2.780305,-0.0021,-0.2159,-0.0276,0.218
2.801142,0.0146,-0.3884,-0.0095,0.389
2.821281,-0.0204,-0.2332,-0.0008,0.234
2.843816,-0.1362,-0.1742,-0.0859,0.237
2.861442,-0.0086,-0.1908,-0.1292,0.231
2.881712,0.0666,-0.2310,-0.0765,0.252
2.901978,-0.0379,-0.1995,-0.0165,0.204
2.922378,0.0340,-0.1810,-0.1003,0.210
2.946415,0.0626,-0.2652,-0.1004,0.290
2.962807,0.0356,-0.3254,-0.0511,0.331
2.982635,-0.0266,-0.2676,0.0003,0.269
3.003158,-0.0798,-0.1874,0.0378,0.207
3.022981,-0.0403,-0.1668,-0.0526,0.179
3.045031,-0.0383,-0.1304,-0.1354,0.192
3.063152,-0.1192,-0.2010,-0.1362,0.271
3.083367,-0.2325,-0.1946,-0.0532,0.308
3.103886,-0.2465,-0.1663,0.0068,0.297
3.124377,-0.2340,-0.1780,0.0420,0.297
3.144200,-0.2436,-0.2279,0.0551,0.338
3.164598,-0.2410,-0.1226,-0.0117,0.271
3.184401,-0.1916,-0.1208,-0.0472,0.231
3.205415,-0.1335,-0.1696,-0.1274,0.251
3.225320,-0.0573,-0.2033,-0.0716,0.223
3.245407,0.0312,-0.2179,-0.0502,0.226
3.265666,-0.0457,-0.2334,-0.0127,0.238
3.285540,-0.1371,-0.1917,0.0199,0.237
3.306286,-0.0970,-0.2258,-0.0731,0.256
3.326450,-0.0914,-0.2004,-0.0825,0.235
3.352415,-0.0086,-0.1416,-0.1254,0.189
3.366700,-0.0943,-0.1657,-0.1205,0.226
3.387012,-0.1390,-0.2147,-0.0649,0.264
3.407252,-0.1524,-0.1606,0.0373,0.225
3.426976,-0.1765,-0.0900,-0.0166,0.199
3.453314,-0.2433,-0.1387,-0.0465,0.284
3.467202,-0.2836,-0.1367,-0.0297,0.316
3.488124,-0.2986,-0.1119,0.0334,0.321
3.508772,-0.2759,-0.0930,0.0049,0.291
3.528942,-0.2824,-0.1062,-0.0347,0.304
3.555753,-0.1113,-0.2567,-0.0097,0.280
3.568878,-0.0088,-0.1945,-0.0590,0.203
3.590265,-0.0405,-0.1443,0.0014,0.150
3.610014,-0.0477,-0.3142,0.0446,0.321
3.641135,0.0154,-0.2169,0.0399,0.221
3.654330,0.0309,-0.2494,-0.0133,0.252
3.670679,0.0435,-0.3254,-0.0967,0.342
3.690960,0.0772,-0.2188,0.0079,0.232
3.710778,0.0353,-0.2069,0.0563,0.217
3.745106,-0.1008,-0.1845,-0.1133,0.239
3.760189,-0.0264,-0.1648,-0.1546,0.228
3.772239,-0.0349,-0.2223,-0.0969,0.245
3.791935,0.0683,-0.2414,-0.0425,0.255
3.811649,0.0383,-0.2248,-0.0101,0.228
3.841680,-0.0271,-0.2267,0.0223,0.229
3.852875,-0.1158,-0.2742,0.0177,0.298
3.873312,-0.1075,-0.2307,0.0175,0.255
3.893988,-0.0953,-0.1312,-0.0713,0.177
3.914230,-0.1187,-0.1554,-0.0754,0.210
3.941120,-0.1578,-0.2505,0.0095,0.296
3.954436,-0.0991,-0.2768,0.0116,0.294
3.974391,0.0089,-0.1591,-0.0116,0.160
3.994486,-0.0238,-0.2105,-0.0435,0.216
4.015036,0.0100,-0.2440,-0.0633,0.252
