time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
2.469721,0.7265,-9.4991,1.2287,9.606
2.498307,2.5146,-1.7780,0.6455,3.147
2.510491,0.1112,1.3198,0.1635,1.335
2.530243,-1.8907,1.6880,-0.5149,2.586
2.550192,-2.0233,0.2944,-0.7459,2.176
2.570843,-1.4189,-0.5127,-0.9131,1.764
2.597692,-1.3875,0.2597,-0.6998,1.576
2.610762,-1.1429,0.4977,-0.6270,1.395
2.631563,-0.4024,0.2600,-0.5028,0.694
2.651122,-0.1373,-0.7049,-0.4370,0.841
2.672640,-0.6335,-0.7743,0.3084,1.047
2.702792,-0.1783,-1.0121,1.1667,1.555
2.714515,0.1335,-0.9189,1.3659,1.652
2.732232,0.5940,-1.0183,2.2695,2.557
2.752999,0.8284,-1.2394,2.6865,3.072
2.772752,-0.2317,-0.7893,0.9967,1.292
2.793532,-0.2666,-0.1751,-0.0289,0.320
2.813577,0.3644,-0.1201,-0.2795,0.475
2.833322,0.2417,-0.3873,-0.3953,0.604
2.854063,-0.0248,-0.3604,-0.3996,0.539
2.873718,-0.0945,-0.2731,-0.1341,0.319
2.896454,-0.2448,-0.2390,0.1178,0.362
2.914648,-0.4100,-0.2849,0.3051,0.585
2.934312,-0.5954,-0.2661,0.4551,0.795
2.955123,-0.6216,-0.2640,0.5229,0.854
2.974839,-0.5174,-0.2404,0.4219,0.710
2.998522,-0.3867,-0.2644,0.2554,0.534
3.015777,-0.2774,-0.2474,0.0879,0.382
3.035992,-0.1831,-0.2309,-0.0848,0.307
3.060446,-0.0666,-0.3525,-0.2282,0.425
3.075788,0.0194,-0.2682,-0.2233,0.350
3.100392,-0.0516,-0.2393,-0.0482,0.249
3.116511,-0.1437,-0.3170,0.0944,0.361
3.137160,-0.1411,-0.3455,0.0955,0.385
3.157457,0.0125,-0.3145,0.1189,0.336
3.177562,0.2498,-0.3316,0.1388,0.438
3.201308,0.3318,-0.3331,-0.0024,0.470
3.220017,0.3002,-0.2929,-0.0527,0.423
3.238088,0.0479,-0.2902,-0.0827,0.306
3.258241,-0.0840,-0.3573,-0.1018,0.381
3.278421,-0.0548,-0.2837,-0.1302,0.317
3.300999,-0.0794,-0.1746,-0.1098,0.221
3.318644,-0.1286,-0.2492,-0.0752,0.290
3.339923,-0.2687,-0.3341,-0.1081,0.442
3.359589,-0.3199,-0.2652,-0.0873,0.425
3.379611,-0.3341,-0.2696,-0.0002,0.429
3.403175,-0.2620,-0.2391,0.0320,0.356
3.419812,-0.1679,-0.2121,0.0150,0.271
3.440481,-0.0689,-0.2645,0.0703,0.282
3.460628,0.0003,-0.2985,0.0730,0.307
3.480654,-0.0167,-0.2911,0.0553,0.297
3.505216,-0.0516,-0.3028,-0.0202,0.308
3.521673,-0.0422,-0.3099,-0.0460,0.316
3.541526,0.0396,-0.3147,-0.0485,0.321
3.561529,0.2057,-0.3024,-0.0016,0.366
3.582012,0.3745,-0.5080,0.0741,0.635
3.607143,0.8022,-0.6633,0.2460,1.070
3.621849,0.9861,-0.4317,0.3887,1.144
3.642360,0.4957,-0.2709,0.5238,0.770
3.662554,-0.2909,-0.2410,0.2611,0.459
3.682755,-0.7248,-0.0675,-0.2271,0.763
3.712966,-0.8380,-0.1732,-0.4538,0.969
3.723347,-0.8557,-0.3229,-0.4436,1.017
3.743362,-0.8785,-0.6459,-0.4392,1.176
3.763526,-0.1950,-0.2235,-0.0183,0.297
3.784119,0.2758,-0.1414,0.1842,0.361
3.811396,0.4542,-0.3325,0.1704,0.588
3.823948,0.4491,-0.4266,-0.0444,0.621
3.844259,0.3289,-0.4713,-0.2324,0.620
3.864930,0.0751,-0.2490,-0.3187,0.411
3.885071,-0.2199,-0.0787,-0.3328,0.407
3.905623,-0.3918,-0.1635,-0.4535,0.621
