ax (m/s^2),ay (m/s^2),az (m/s^2)
0.430433910896313,0.7825658422536501,0.5512631987419071
0.43801574404322224,0.7229410686043046,0.5857790576557809
0.5328229533799042,0.7614550622321039,0.5572524150889446
0.6307853027457104,0.7908176129461113,0.4928772746767967
0.6527974167950531,0.6331342975680198,0.3975655086493883
0.6817793301395015,0.5218328099571365,0.36606723444233397
0.7417428191545491,0.5119364155224975,0.2590936012907705
0.5637834244349239,0.40413620005959605,0.3464656985887302
0.43518244940168416,0.2376338047539367,0.4165083838817065
0.4680476120127472,0.28536227565498423,0.46215509670567567
0.3122955490365743,0.5661287734659728,0.5354706615199232
0.3106071797902201,0.6777397024778233,0.5560014704981312
0.38564991663676845,0.6872235083778393,0.49449584380042066
0.4882341768144693,0.6374550163889334,0.46284949860098434
0.48804951142814934,0.6353806129231897,0.4895073831260339
0.423949517759534,0.6585772572031081,0.4611134938627126
0.3996739336892978,0.6730522382928003,0.4151961685354247
0.3581875356140388,0.6917734430513214,0.4522751873863938
0.29108541037924995,0.7532835170880418,0.5055501092661805
0.2873868264989553,0.8550152428541957,0.5046463656230215
0.2910273726864065,0.8932885598367982,0.5163848211915119
0.3166589283076209,0.8801946042588304,0.528368359781876
0.3762952957811873,0.840196437985651,0.5210822457774237
0.428666399341536,0.8269076489330001,0.4828186589873986
0.4604552265580482,0.8316352258922226,0.4330514878581786
0.5342844480087795,0.8083698168565336,0.3815687355758429
0.5804824515121457,0.7896715336832695,0.38014929640749134
0.6339615473904143,0.7567217548765671,0.3882064007515879
0.638688981280206,0.7370722259151442,0.3940883932765557
0.61090475486989,0.7458282714832557,0.4225690827767906
0.5625540805774223,0.8034760584041991,0.4998008700447276
0.5302640187408987,0.8219451257248951,0.49995915282968767
0.48774877065614247,0.7980665642835858,0.3994597961726201
0.4145315830572146,0.7296685538771861,0.22850928251945343
0.3315007492138531,0.6132612831503426,0.14676388293200987
0.5582592913070088,0.41979737318632954,0.5643189755529685
0.6495895152269802,0.6282978430788273,0.5588760901088576
0.6611126353333474,0.6964952896142297,0.49384739497171326
0.7059441149779456,0.4850723176014853,0.43919898699017623
0.7190606335605597,0.33402480115524785,0.34984580193207115
0.526750100246924,0.692065693263346,0.3589496150154198
0.3221619568199565,0.6282405391156851,0.5133825541735596
0.16869974463415144,0.4308971508469525,0.748978820742193
