ax (m/s^2),ay (m/s^2),az (m/s^2)
0.11144440855087401,0.3127729850713836,0.5642525520707623
0.16904846144774155,0.2516949520850084,0.4882181174544129
0.18782592643869123,0.24908190095395386,0.4604375789757642
0.20114244107044882,0.2767009278776158,0.46857770268671406
0.30551581624543,0.33096655729155355,0.5069120062092106
0.3347331825803375,0.34527586431691265,0.5075840396783704
0.27400638905553765,0.2998326778069928,0.4585729227303489
0.2473374662215864,0.22697146830656909,0.4518241922583637
0.25258818281108186,0.21427019274647433,0.4728985939356078
0.3578640248998826,0.26711792955083774,0.5404474228462983
0.4233390250280739,0.3086062278624047,0.5055442761205685
0.41779090456925155,0.30980681892261897,0.5048627773912796
0.3282313186785013,0.30410265325191776,0.51132281742933
0.2766317473502854,0.31102370759903525,0.533211231477669
0.253377841360674,0.31994936873899915,0.5444890889213863
0.24080996405515304,0.2937373693474435,0.6129702459547844
0.8157429199932316,0.5728340468067538,0.5623831631952825
0.9017644253695757,0.6948923270822922,0.3535795247492889
0.5157342029832686,0.6693593950324866,0.3674177350579037
0.3831843750160239,0.5958299832677808,0.5328988778934117
0.37994882602386415,0.43239748799408945,0.45176740069758964
0.35775121653565517,0.3431897694430562,0.4996663495804523
0.35643340973536186,0.3492959429800735,0.453277109688167
0.3417734500387138,0.5001901388556901,0.4326286447167284
0.395598422733962,0.606086616397575,0.4827613949900378
0.460878572051215,0.5257013407505596,0.5567040071178756
0.41149927443711193,0.34532475716551864,0.5425345127047454
0.39228595894801077,0.29850713835589654,0.5189660149835068
0.38074361222637565,0.2900269453921207,0.5141529302079044
0.37514421523835895,0.27992785588561253,0.5168079356740921
0.38093333538439456,0.2723929246615529,0.4951940141694944
0.3935781274837069,0.23527782003085687,0.5070113914405653
0.43616328497956636,0.23142615006845002,0.5020941888035437
0.4705954743335333,0.2456213737803951,0.5181851310228633
0.5074684264771486,0.27508203133488346,0.5687059569614622
0.5314914804046744,0.2872780807927161,0.5745507550911267
0.5291019941442204,0.2894076359764446,0.5079626500835309
0.5182980294429831,0.27684217388469984,0.46380247895162774
0.5199491336830393,0.24044416436689198,0.39267104908210637
